2023-04-20 16:23:57,090 INFO    StreamThr :8592 [internal.py:wandb_internal():87] W&B internal server running at pid: 8592, started at: 2023-04-20 16:23:57.089407
2023-04-20 16:23:57,094 DEBUG   HandlerThread:8592 [handler.py:handle_request():144] handle_request: status
2023-04-20 16:23:57,155 INFO    WriterThread:8592 [datastore.py:open_for_write():85] open: D:\PycharmProjects\PPOimplementation\wandb\offline-run-20230420_162357-e4cm6s9w\run-e4cm6s9w.wandb
2023-04-20 16:23:57,416 DEBUG   HandlerThread:8592 [handler.py:handle_request():144] handle_request: run_start
2023-04-20 16:23:57,427 DEBUG   HandlerThread:8592 [system_info.py:__init__():31] System info init
2023-04-20 16:23:57,428 DEBUG   HandlerThread:8592 [system_info.py:__init__():46] System info init done
2023-04-20 16:23:57,429 INFO    HandlerThread:8592 [system_monitor.py:start():183] Starting system monitor
2023-04-20 16:23:57,430 INFO    SystemMonitor:8592 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-04-20 16:23:57,431 INFO    HandlerThread:8592 [system_monitor.py:probe():204] Collecting system info
2023-04-20 16:23:57,436 INFO    SystemMonitor:8592 [interfaces.py:start():187] Started cpu monitoring
2023-04-20 16:23:57,437 INFO    SystemMonitor:8592 [interfaces.py:start():187] Started disk monitoring
2023-04-20 16:23:57,437 DEBUG   HandlerThread:8592 [system_info.py:probe():195] Probing system
2023-04-20 16:23:57,439 INFO    SystemMonitor:8592 [interfaces.py:start():187] Started memory monitoring
2023-04-20 16:23:57,449 INFO    SystemMonitor:8592 [interfaces.py:start():187] Started network monitoring
2023-04-20 16:23:57,451 DEBUG   HandlerThread:8592 [system_info.py:_probe_git():180] Probing git
2023-04-20 16:23:57,582 DEBUG   HandlerThread:8592 [system_info.py:_probe_git():188] Probing git done
2023-04-20 16:23:57,582 DEBUG   HandlerThread:8592 [system_info.py:probe():240] Probing system done
